"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation"
"16768","CZ","1","1",28,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"16769","CZ","0","1",86,"Christians","Married","Satisfied",10,"No contact","Working class","Retired"
"16770","CZ","0","0",72,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired"
"16771","CZ","0","0",72,"Not religious","Married","Satisfied",4,"No contact","Middle class","Retired"
"16772","CZ","1","1",65,"Not religious","Married","Satisfied",5,"No contact","Middle class","Retired"
"16773","CZ","0","1",48,"Not religious","Single","Satisfied",8,"No contact","Working class","Employed"
"16774","CZ",NA,"0",67,"Other religions","Married","Satisfied",7,"Contact","Middle class","Employed"
"16775","CZ","0","0",55,"Not religious","Married","Satisfied",6,"No contact","Working class","Employed"
"16776","CZ","1","0",65,"Not religious","Married","Satisfied",4,"Contact","Working class","Retired"
"16777","CZ","0","0",75,"Christians","Divorced","Satisfied",5,"Contact","Middle class","Retired"
"16778","CZ","0","1",63,"Not religious","Divorced","Satisfied",2,"Contact","Middle class","Unemployed"
"16779","CZ",NA,"1",47,"Not religious","Divorced","Satisfied",5,"No contact","Working class","Employed"
"16780","CZ","0","0",27,"Not religious","Single","Not satisfied",5,"No contact","Working class","Employed"
"16781","CZ","0","0",83,"Christians","Married","Satisfied",10,"No contact","Middle class","Retired"
"16782","CZ","0","1",32,"Christians","Married","Satisfied",10,"No contact","Middle class","Employed"
"16783","CZ","1","0",34,"Not religious","Single","Satisfied",7,"No contact","Middle class","Employed"
"16784","CZ","0","1",58,"Not religious","Widowed","Not satisfied",3,"No contact","Working class","Employed"
"16785","CZ","1","1",65,"Not religious","Divorced","Satisfied",5,"No contact","Working class","Retired"
"16786","CZ","1","1",51,"Not religious","Married","Satisfied",5,"No contact","Middle class","Self employed"
"16787","CZ","0","1",60,"Not religious","Married","Satisfied",5,"No contact","Working class","Employed"
"16788","CZ","1","0",33,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"16789","CZ","1","1",54,"Not religious","Divorced","Not satisfied",7,"Contact","Middle class","Employed"
"16790","CZ","1","0",58,"Not religious","Divorced","Satisfied",2,"No contact","Middle class","Employed"
"16791","CZ","1","1",68,"Christians","Divorced","Satisfied",5,"Contact","High class","Retired"
"16792","CZ","1","0",36,"Other religions","Divorced","Satisfied",4,"Contact","Middle class","Employed"
"16793","CZ","1","1",17,"Other religions","Single","Satisfied",5,"Contact","High class","Student"
"16794","CZ","1","0",54,"Not religious","Widowed","Satisfied",5,"Contact","Middle class","Retired"
"16795","CZ","0","0",40,"Other religions","Married","Satisfied",6,"Contact","Middle class","Employed"
"16796","CZ","0","1",58,"Christians","Divorced","Satisfied",4,"No contact","Middle class","Employed"
"16797","CZ","1","0",55,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed"
"16798","CZ","0","0",37,"Christians","Married","Satisfied",2,"No contact","Middle class","Employed"
"16799","CZ","0","0",60,"Not religious","Married","Satisfied",3,"Contact","Middle class","Employed"
"16800","CZ","0","1",67,"Not religious","Married","Satisfied",6,"No contact","Middle class","Retired"
"16801","CZ","0","1",28,"Not religious","Married","Satisfied",10,"No contact","Middle class","Student"
"16802","CZ","1","1",44,"Other religions","Married","Satisfied",5,"Contact","Working class","Unemployed"
"16803","CZ","0","0",46,"Other religions","Divorced","Satisfied",3,"Contact","Middle class","Employed"
"16804","CZ","0","1",71,"Other religions","Widowed","Satisfied",5,"No contact","Working class","Retired"
"16805","CZ","1","1",30,"Other religions","Married","Satisfied",8,"Contact","Middle class","Unemployed"
"16806","CZ","0","1",57,"Other religions","Married","Satisfied",3,"Contact","High class","Employed"
"16807","CZ","0","1",40,"Not religious","Married","Satisfied",2,"Contact","High class","Employed"
"16808","CZ","0","0",63,"Not religious","Married","Satisfied",1,"Contact","Working class","Retired"
"16809","CZ","0","0",63,"Christians","Divorced","Not satisfied",5,"No contact","Working class","Retired"
"16810","CZ","1","1",29,"Not religious","Widowed","Satisfied",10,"Contact","Middle class","Unemployed"
"16811","CZ",NA,"1",71,"Christians","Widowed","Satisfied",NA,"No contact","Middle class","Retired"
"16812","CZ","1","1",60,"Other religions","Divorced","Satisfied",5,"No contact","Middle class","Retired"
"16813","CZ","1","1",47,"Other religions","Divorced","Not satisfied",4,"No contact","Working class","Employed"
"16814","CZ","1","1",44,"Other religions","Divorced","Not satisfied",5,"No contact","Middle class","Self employed"
"16815","CZ","0","0",64,"Not religious","Married","Satisfied",5,"No contact","Middle class","Self employed"
"16816","CZ",NA,"0",90,"Christians","Widowed","Satisfied",6,"No contact","Working class","Retired"
"16817","CZ","1","0",65,"Not religious","Married","Satisfied",5,"No contact","Middle class","Employed"
"16818","CZ",NA,"1",61,"Not religious","Married","Satisfied",7,"No contact","Middle class","Retired"
"16819","CZ","0","0",43,"Not religious","Married","Satisfied",8,"No contact","Middle class","Self employed"
"16820","CZ","1","1",60,"Not religious","Divorced","Satisfied",5,"Contact","Middle class","Retired"
"16821","CZ","1","1",76,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired"
"16822","CZ","1","1",80,"Christians","Widowed","Satisfied",2,"No contact","Working class","Retired"
"16823","CZ","1","1",40,"Christians","Divorced","Satisfied",2,"Contact","Working class","Employed"
"16824","CZ","0","0",36,"Not religious","Single","Satisfied",6,"Contact","Middle class","Employed"
"16825","CZ","1","1",60,"Not religious","Widowed","Satisfied",8,"No contact","Working class","Employed"
"16826","CZ","0","0",32,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"16827","CZ","0","0",54,"Not religious","Divorced","Satisfied",10,"No contact","Working class","Self employed"
"16828","CZ",NA,"0",53,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"16829","CZ","1","1",59,"Not religious","Divorced","Not satisfied",3,"Contact","Middle class","Employed"
"16830","CZ","1","1",49,"Other religions","Divorced","Satisfied",4,"No contact","Middle class","Unemployed"
"16831","CZ","1","0",52,"Not religious","Married","Satisfied",10,"Contact","Working class","Employed"
"16832","CZ","1","1",48,"Christians","Married","Satisfied",3,"No contact","Middle class","Employed"
"16833","CZ","0","0",76,"Christians","Widowed","Satisfied",1,"No contact","Working class","Retired"
"16834","CZ","1","1",72,"Christians","Married","Satisfied",4,"No contact","Working class","Retired"
"16835","CZ","1","1",41,"Not religious","Married","Satisfied",5,"No contact","Middle class","Employed"
"16836","CZ","1","1",64,"Christians","Divorced","Satisfied",2,"No contact","Working class","Retired"
"16837","CZ","1","0",41,"Not religious","Single","Satisfied",6,"No contact","Working class","Employed"
"16838","CZ","1","1",39,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"16839","CZ","0","1",44,"Not religious","Divorced","Satisfied",5,"Contact","Working class","Employed"
"16840","CZ","1","1",47,"Not religious","Married","Satisfied",5,"No contact","Working class","Employed"
"16841","CZ","1","0",38,"Not religious","Single","Satisfied",5,"No contact","Working class","Employed"
"16842","CZ","0","1",64,"Not religious","Married","Satisfied",1,"No contact","Middle class","Retired"
"16843","CZ","1","1",61,"Other religions","Married","Satisfied",10,"Contact","Working class","Retired"
"16844","CZ","1","1",72,"Christians","Widowed","Satisfied",6,"No contact","Middle class","Retired"
"16845","CZ","1","1",32,"Not religious","Married","Satisfied",5,"Contact","Middle class","Unemployed"
"16846","CZ",NA,"1",65,"Not religious","Married","Not satisfied",5,"No contact","Working class","Retired"
"16847","CZ","1","1",41,"Not religious","Single","Satisfied",5,"No contact","High class","Employed"
"16848","CZ","1","1",25,"Not religious","Single","Satisfied",10,"No contact","High class","Student"
"16849","CZ","1","0",31,"Not religious","Single","Satisfied",10,"No contact","Middle class","Employed"
"16850","CZ","1","0",29,"Not religious","Single","Satisfied",8,"Contact","Middle class","Employed"
"16851","CZ","1","1",24,"Christians","Single","Satisfied",6,"Contact","Middle class","Employed"
"16852","CZ","1","1",47,"Not religious","Married","Satisfied",10,"Contact","Middle class","Self employed"
"16853","CZ","1","1",33,"Not religious","Single","Satisfied",10,"Contact","Middle class","Employed"
"16854","CZ","1","1",44,"Not religious","Single","Satisfied",10,"Contact","Middle class","Employed"
"16855","CZ","0","1",30,"Not religious","Married","Satisfied",6,"No contact","Middle class","Unemployed"
"16856","CZ","0","0",77,"Not religious","Widowed","Satisfied",6,"No contact","Working class","Retired"
"16857","CZ","0","0",45,"Not religious","Married","Satisfied",8,"No contact","Middle class","Employed"
"16858","CZ","0","0",40,"Not religious","Married","Satisfied",7,"No contact","Middle class","Employed"
"16859","CZ","0","1",26,"Not religious","Single","Satisfied",8,"No contact","Working class","Employed"
"16860","CZ","0","1",31,"Not religious","Single","Satisfied",8,"No contact","Middle class","Employed"
"16861","CZ","0","0",55,"Not religious","Divorced","Satisfied",7,"No contact","Middle class","Employed"
"16862","CZ","1","1",33,"Not religious","Married","Satisfied",6,"Contact","Middle class","Unemployed"
"16863","CZ",NA,"0",72,"Not religious","Married","Satisfied",1,"No contact","Working class","Retired"
"16864","CZ","1","1",77,"Other religions","Widowed","Satisfied",1,"No contact","Middle class","Employed"
"16865","CZ","0","0",47,"Not religious","Divorced","Satisfied",7,"No contact","Working class","Employed"
"16866","CZ","0","1",58,"Not religious","Married","Not satisfied",5,"Contact","Working class","Employed"
"16867","CZ","0","1",20,"Not religious","Single","Satisfied",7,"No contact","Middle class","Employed"
"16868","CZ","0","1",48,"Not religious","Married","Satisfied",7,"Contact","Middle class","Employed"
"16869","CZ","0","1",41,"Not religious","Single","Satisfied",7,"No contact","Middle class","Employed"
"16870","CZ","0","1",45,"Not religious","Married","Satisfied",4,"Contact","Middle class","Employed"
"16871","CZ","0","0",45,"Not religious","Married","Satisfied",8,"No contact","Middle class","Employed"
"16872","CZ","1","0",33,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"16873","CZ","1","1",78,"Christians","Widowed","Satisfied",1,"No contact","Middle class","Retired"
"16874","CZ","0","1",69,"Christians","Married","Satisfied",3,"No contact","High class","Retired"
"16875","CZ","0","1",36,"Not religious","Married","Satisfied",6,"No contact","Middle class","Employed"
"16876","CZ","0","0",56,"Christians","Single","Satisfied",4,"No contact","Working class","Employed"
"16877","CZ","0","1",80,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"16878","CZ","0","0",78,"Christians","Single","Not satisfied",6,"No contact","High class","Employed"
"16879","CZ","0","1",76,"Christians","Married","Satisfied",2,"No contact","Middle class","Retired"
"16880","CZ","1","0",66,"Christians","Married","Satisfied",10,"Contact","High class","Self employed"
"16881","CZ","1","0",58,"Not religious","Married","Satisfied",8,"Contact","High class","Self employed"
"16882","CZ",NA,"0",63,"Not religious","Divorced","Satisfied",1,"No contact","Working class","Employed"
"16883","CZ","1","1",18,"Other religions","Single","Satisfied",8,"Contact","Middle class","Student"
"16884","CZ","1","1",48,"Not religious","Divorced","Satisfied",3,"No contact","Working class","Employed"
"16885","CZ","1","1",27,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"16886","CZ",NA,"0",48,"Not religious","Divorced","Satisfied",1,"No contact","Working class","Employed"
"16887","CZ","1","1",72,"Jewish","Widowed","Satisfied",10,"No contact","Middle class","Retired"
"16888","CZ","1","0",24,"Not religious","Single","Satisfied",10,"Contact","Middle class","Employed"
"16889","CZ","0","0",26,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed"
"16890","CZ","0","1",34,"Christians","Married","Satisfied",10,"No contact","Working class","Employed"
"16891","CZ","0","1",71,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired"
"16892","CZ","0","0",42,"Not religious","Married","Satisfied",10,"No contact","Working class","Self employed"
"16893","CZ","0","1",59,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"16894","CZ","0","1",55,"Christians","Married","Satisfied",3,"No contact","Working class","Employed"
"16895","CZ","0","1",67,"Christians","Widowed","Satisfied",1,"No contact","Working class","Retired"
"16896","CZ","1","0",65,"Not religious","Widowed","Satisfied",10,"No contact","Working class","Retired"
"16897","CZ","1","0",37,"Christians","Divorced","Satisfied",1,"Contact","Middle class","Employed"
"16898","CZ","1","0",37,"Not religious","Single","Satisfied",9,"Contact","Middle class","Self employed"
"16899","CZ","0","0",68,"Not religious","Married","Satisfied",1,"Contact","Middle class","Retired"
"16900","CZ","1","1",38,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"16901","CZ","1","1",26,"Christians","Married","Satisfied",5,"Contact","Middle class","Unemployed"
"16902","CZ","0","1",78,"Christians","Widowed","Satisfied",10,"No contact","Middle class","Retired"
"16903","CZ","0","1",64,"Not religious","Widowed","Satisfied",1,"No contact","High class","Retired"
"16904","CZ","1","1",35,"Not religious","Single","Satisfied",7,"No contact","Middle class","Employed"
"16905","CZ","0","0",40,"Not religious","Married","Satisfied",5,"No contact","Middle class","Employed"
"16906","CZ","0","1",63,"Not religious","Married","Satisfied",5,"No contact","Middle class","Retired"
"16907","CZ","0","0",32,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"16908","CZ","1","1",30,"Not religious","Single","Satisfied",7,"No contact","Middle class","Unemployed"
"16909","CZ","1","1",39,"Not religious","Divorced","Satisfied",8,"No contact","Middle class","Employed"
"16910","CZ","1","1",76,"Not religious","Widowed","Satisfied",9,"No contact","Middle class","Retired"
"16911","CZ","0","1",21,"Not religious","Single","Satisfied",8,"No contact","Working class","Unemployed"
"16912","CZ","1","0",26,"Not religious","Single","Not satisfied",5,"No contact","Middle class","Employed"
"16913","CZ","0","0",21,"Not religious","Single","Not satisfied",7,"Contact","Middle class","Employed"
"16914","CZ","0","0",36,"Not religious","Single","Satisfied",5,"No contact","Working class","Employed"
"16915","CZ","0","0",27,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"16916","CZ","1","1",51,"Not religious","Married","Satisfied",7,"No contact","Working class","Employed"
"16917","CZ","1","1",59,"Not religious","Divorced","Satisfied",6,"No contact","Working class","Employed"
"16918","CZ","1","0",36,"Not religious","Single","Satisfied",5,"No contact","Working class","Employed"
"16919","CZ","0","1",50,"Christians","Divorced","Satisfied",8,"No contact","Working class","Retired"
"16920","CZ","0","1",38,"Not religious","Single","Satisfied",6,"No contact","Middle class","Employed"
"16921","CZ","0","1",20,"Not religious","Single","Satisfied",7,"Contact","Middle class","Student"
"16922","CZ","0","0",24,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"16923","CZ","0","0",52,"Not religious","Married","Satisfied",4,"No contact","Middle class","Self employed"
"16924","CZ","0","1",33,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"16925","CZ","0","0",41,"Not religious","Married","Satisfied",10,"No contact","Middle class","Employed"
"16926","CZ","0","1",27,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed"
"16927","CZ","0","0",60,"Not religious","Married","Satisfied",5,"No contact","Middle class","Employed"
"16928","CZ","0","1",35,"Not religious","Married","Satisfied",6,"No contact","High class","Unemployed"
"16929","CZ","0","1",19,"Not religious","Single","Satisfied",6,"No contact","Middle class","Employed"
"16930","CZ","1","1",33,"Not religious","Single","Satisfied",5,"Contact","Middle class","Self employed"
"16931","CZ","0","1",40,"Not religious","Married","Satisfied",9,"Contact","Working class","Employed"
"16932","CZ","1","0",71,"Other religions","Divorced","Satisfied",10,"Contact","Middle class","Retired"
"16933","CZ","1","0",49,"Other religions","Single","Satisfied",8,"Contact","Middle class","Employed"
"16934","CZ",NA,"0",73,"Not religious","Divorced","Satisfied",5,"No contact","Working class","Retired"
"16935","CZ","1","1",51,"Other religions","Married","Satisfied",8,"No contact","Working class","Employed"
"16936","CZ","0","0",50,"Other religions","Divorced","Satisfied",5,"Contact","Working class","Employed"
"16937","CZ","1","0",58,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"16938","CZ","0","1",19,"Other religions","Single","Satisfied",5,"Contact","Working class","Employed"
"16939","CZ","0","1",47,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed"
"16940","CZ","1","1",40,"Not religious","Single","Satisfied",10,"Contact","Working class","Self employed"
"16941","CZ","1","0",59,"Christians","Widowed","Satisfied",10,"No contact","Middle class","Unemployed"
"16942","CZ","1","0",41,"Christians","Married","Satisfied",7,"Contact","Middle class","Employed"
"16943","CZ","1","1",58,"Christians","Divorced","Not satisfied",1,"No contact","Working class","Employed"
"16944","CZ",NA,"1",66,"Not religious","Married","Satisfied",5,"No contact","Working class","Retired"
"16945","CZ","0","1",30,"Other religions","Married","Satisfied",5,"No contact","Middle class","Unemployed"
"16946","CZ","1","1",60,"Other religions","Married","Satisfied",5,"Contact","Working class","Retired"
"16947","CZ","1","1",84,"Christians","Widowed","Satisfied",8,"No contact","Middle class","Retired"
"16948","CZ","1","0",47,"Christians","Married","Satisfied",9,"Contact","Middle class","Self employed"
"16949","CZ","1","1",31,"Christians","Married","Satisfied",10,"No contact","Middle class","Unemployed"
"16950","CZ","0","1",61,"Not religious","Widowed","Satisfied",1,"No contact","Working class","Retired"
"16951","CZ","0","1",35,"Not religious","Married","Satisfied",4,"Contact","Working class","Employed"
"16952","CZ","1","0",38,"Not religious","Married","Satisfied",10,"No contact","Middle class","Self employed"
"16953","CZ","1","1",55,"Not religious","Married","Satisfied",4,"No contact","Middle class","Employed"
"16954","CZ",NA,"1",73,"Christians","Married","Not satisfied",5,"No contact","Working class","Retired"
"16955","CZ","1","0",41,"Christians","Single","Satisfied",4,"No contact","Middle class","Unemployed"
"16956","CZ","1","0",65,"Not religious","Divorced","Satisfied",10,"Contact","High class","Employed"
"16957","CZ","1","1",42,"Other religions","Married","Satisfied",2,"Contact","Middle class","Employed"
"16958","CZ","0","1",69,"Not religious","Married","Satisfied",8,"No contact","Middle class","Employed"
"16959","CZ","1","1",40,"Not religious","Married","Satisfied",8,"Contact","High class","Self employed"
"16960","CZ",NA,"1",49,"Other religions","Married","Satisfied",5,NA,"Middle class","Self employed"
"16961","CZ","1","1",34,"Not religious","Single","Satisfied",5,"Contact","Middle class","Unemployed"
"16962","CZ","0","1",60,"Not religious","Single","Satisfied",3,"No contact","Middle class","Retired"
"16963","CZ","1","1",50,"Not religious","Divorced","Satisfied",5,"Contact","Middle class","Employed"
"16964","CZ","0","1",48,"Not religious","Married","Satisfied",6,"No contact","Working class","Employed"
"16965","CZ","0","0",35,"Not religious","Single","Satisfied",6,"Contact","Working class","Self employed"
"16966","CZ","1","1",48,"Christians","Married","Satisfied",10,"No contact","Middle class","Self employed"
"16967","CZ","1","1",28,"Not religious","Single","Satisfied",6,"Contact","Middle class","Unemployed"
"16968","CZ","1","0",42,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"16969","CZ","0","0",77,"Not religious","Single","Satisfied",5,"No contact","Working class","Retired"
"16970","CZ","0","0",56,"Not religious","Married","Satisfied",5,"No contact","Working class","Employed"
"16971","CZ","0","0",61,"Christians","Married","Satisfied",1,"No contact","Middle class","Employed"
"16972","CZ","1","1",59,"Not religious","Married","Satisfied",8,"Contact","Middle class","Employed"
"16973","CZ","1","1",25,"Not religious","Single","Not satisfied",5,"Contact","Middle class","Self employed"
"16974","CZ","0","1",38,"Not religious","Married","Satisfied",6,"Contact","Middle class","Unemployed"
"16975","CZ","0","1",73,"Christians","Married","Not satisfied",7,"No contact","Working class","Retired"
"16976","CZ","1","0",59,"Other religions","Married","Satisfied",10,"No contact","Working class","Retired"
"16977","CZ","0","1",61,"Not religious","Married","Not satisfied",4,"No contact","Working class","Retired"
"16978","CZ",NA,"1",37,"Not religious","Married","Satisfied",8,"No contact","Middle class","Employed"
"16979","CZ",NA,"0",36,"Christians","Married","Not satisfied",7,"No contact","Working class","Employed"
"16980","CZ","0","0",42,"Not religious","Married","Satisfied",6,"No contact","Working class","Employed"
"16981","CZ","1","1",37,"Other religions","Married","Satisfied",5,"No contact","Middle class","Employed"
"16982","CZ","0","1",54,"Not religious","Divorced","Satisfied",7,"No contact","Middle class","Employed"
"16983","CZ","0","0",26,"Not religious","Single","Satisfied",8,"No contact","Middle class","Employed"
"16984","CZ","0","1",46,"Not religious","Married","Satisfied",8,"No contact","Middle class","Employed"
"16985","CZ","0","1",44,"Other religions","Single","Satisfied",8,"Contact","Middle class","Employed"
"16986","CZ","0","0",77,"Christians","Widowed","Satisfied",1,"No contact","Middle class","Retired"
"16987","CZ","1","1",56,"Christians","Divorced","Satisfied",10,"Contact","Middle class","Employed"
"16988","CZ","0","0",63,"Not religious","Married","Satisfied",7,"No contact","Working class","Self employed"
"16989","CZ","0","0",30,"Not religious","Divorced","Satisfied",7,"Contact","Middle class","Unemployed"
"16990","CZ","1","0",27,"Other religions","Single","Satisfied",3,"Contact","Working class","Employed"
"16991","CZ","0","0",81,"Not religious","Married","Satisfied",10,"No contact","Middle class","Retired"
"16992","CZ",NA,"1",56,"Christians","Divorced","Not satisfied",5,"No contact","Working class","Retired"
"16993","CZ","1","1",54,"Not religious","Divorced","Satisfied",5,"No contact","Working class","Employed"
"16994","CZ","1","1",42,"Christians","Married","Satisfied",9,"No contact","Middle class","Unemployed"
"16995","CZ","0","0",53,"Not religious","Divorced","Satisfied",5,"Contact","Middle class","Retired"
"16996","CZ","0","1",59,"Not religious","Single","Satisfied",7,"No contact","Working class","Retired"
"16997","CZ","0","1",68,"Christians","Widowed","Satisfied",2,"No contact","Working class","Retired"
"16998","CZ","0","1",55,"Christians","Married","Satisfied",1,"No contact","Working class","Unemployed"
"16999","CZ","1","1",52,"Not religious","Widowed","Satisfied",5,"No contact","Middle class","Employed"
"17000","CZ","1","0",75,"Not religious","Divorced","Satisfied",7,"No contact","Working class","Retired"
"17001","CZ","1","1",45,"Not religious","Married","Satisfied",8,"Contact","Middle class","Employed"
"17002","CZ",NA,"1",41,"Not religious","Single","Satisfied",4,"Contact","Middle class","Employed"
"17003","CZ","1","0",40,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed"
"17004","CZ","1","0",64,"Not religious","Divorced","Satisfied",8,"No contact","Middle class","Self employed"
"17005","CZ","1","0",72,"Not religious","Married","Satisfied",8,"No contact","Middle class","Retired"
"17006","CZ","1","1",36,"Christians","Single","Satisfied",10,"Contact","Middle class","Employed"
"17007","CZ","0","0",28,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"17008","CZ","0","1",44,"Not religious","Married","Satisfied",7,"No contact","Middle class","Employed"
"17009","CZ","0","1",24,"Not religious","Single","Satisfied",6,"Contact","Middle class","Employed"
"17010","CZ","1","1",34,"Not religious","Single","Satisfied",5,"Contact","Working class","Employed"
"17011","CZ","1","0",30,"Not religious","Single","Satisfied",6,"No contact","Middle class","Employed"
"17012","CZ","0","0",46,"Not religious","Married","Satisfied",5,"No contact","Middle class","Self employed"
"17013","CZ","1","0",59,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed"
"17014","CZ","1","0",64,"Not religious","Divorced","Satisfied",6,"No contact","Middle class","Retired"
"17015","CZ","0","0",38,"Christians","Married","Not satisfied",2,"Contact","Working class","Employed"
"17016","CZ",NA,"1",46,"Not religious","Divorced","Satisfied",1,"No contact","Working class","Unemployed"
"17017","CZ","1","0",36,"Other religions","Married","Satisfied",10,"No contact","High class","Employed"
"17018","CZ","1","1",40,"Other religions","Married","Satisfied",8,"Contact","Middle class","Employed"
"17019","CZ","1","0",76,"Not religious","Married","Satisfied",1,"No contact","Working class","Retired"
"17020","CZ","0","0",56,"Not religious","Married","Satisfied",3,"Contact","High class","Employed"
"17021","CZ","0","1",47,"Not religious","Divorced","Satisfied",5,"No contact","Working class","Employed"
"17022","CZ","1","1",38,"Not religious","Married","Satisfied",5,"No contact","Middle class","Self employed"
"17023","CZ","0","0",40,"Christians","Married","Not satisfied",10,"No contact","Working class","Self employed"
"17024","CZ","0","1",37,"Not religious","Divorced","Satisfied",10,"Contact","Working class","Employed"
"17025","CZ","1","0",16,"Other religions","Single","Satisfied",5,"No contact","Working class","Student"
"17026","CZ","1","0",43,"Not religious","Single","Satisfied",6,"Contact","Working class","Employed"
"17027","CZ","1","1",60,"Not religious","Married","Not satisfied",1,"No contact","Working class","Unemployed"
"17028","CZ","1","1",52,"Not religious","Divorced","Satisfied",6,"Contact","Middle class","Retired"
"17029","CZ","0","0",68,"Christians","Married","Satisfied",4,"No contact","Working class","Retired"
"17030","CZ","1","0",38,"Christians","Married","Satisfied",4,"No contact","Middle class","Employed"
"17031","CZ","1","1",40,"Other religions","Married","Satisfied",10,"No contact","Working class","Retired"
"17032","CZ","0","0",49,"Not religious","Married","Satisfied",6,"No contact","Middle class","Employed"
"17033","CZ","0","1",77,"Christians","Widowed","Satisfied",5,"No contact","Middle class","Retired"
"17034","CZ","1","0",24,"Not religious","Single","Not satisfied",5,"Contact","Working class","Unemployed"
"17035","CZ","0","0",63,"Not religious","Married","Satisfied",5,"No contact","Working class","Retired"
"17036","CZ",NA,"1",52,"Not religious","Divorced","Not satisfied",4,"No contact","Working class","Employed"
"17037","CZ","0","1",30,"Other religions","Widowed","Satisfied",1,"No contact","Middle class","Employed"
"17038","CZ","0","1",28,"Not religious","Married","Satisfied",5,"No contact","Working class","Unemployed"
"17039","CZ","1","0",39,"Not religious","Single","Not satisfied",6,"No contact","Working class","Employed"
"17040","CZ","1","1",49,"Not religious","Married","Not satisfied",6,"Contact","Middle class","Employed"
"17041","CZ","1","1",28,"Not religious","Married","Satisfied",5,"No contact","Middle class","Unemployed"
"17042","CZ","0","1",53,"Other religions","Married","Satisfied",9,"Contact","Middle class","Employed"
"17043","CZ","0","1",59,"Not religious","Divorced","Satisfied",6,"No contact","Middle class","Employed"
"17044","CZ","0","0",56,"Other religions","Single","Satisfied",9,"Contact","High class","Employed"
"17045","CZ","1","0",24,"Other religions","Single","Not satisfied",10,"No contact","Middle class","Student"
"17046","CZ","1","1",30,"Not religious","Married","Satisfied",7,"No contact","Working class","Unemployed"
"17047","CZ","1","1",48,"Other religions","Married","Satisfied",5,"No contact","Middle class","Self employed"
"17048","CZ","0","1",37,"Not religious","Single","Satisfied",4,"No contact","Middle class","Employed"
"17049","CZ","1","1",43,"Other religions","Divorced","Satisfied",10,"Contact","High class","Employed"
"17050","CZ","1","1",37,"Not religious","Single","Satisfied",5,"Contact","Middle class","Unemployed"
"17051","CZ","0","1",56,"Not religious","Divorced","Satisfied",8,"No contact","Middle class","Employed"
"17052","CZ","1","0",27,"Not religious","Single","Not satisfied",5,"Contact","Working class","Unemployed"
"17053","CZ","0","0",26,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"17054","CZ",NA,"1",79,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired"
"17055","CZ",NA,"1",73,"Christians","Widowed","Satisfied",5,"No contact","Working class","Employed"
"17056","CZ","1","0",43,"Not religious","Married","Satisfied",1,"Contact","Working class","Employed"
"17057","CZ","0","1",49,"Christians","Widowed","Satisfied",4,"Contact","Working class","Employed"
"17058","CZ","1","0",50,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"17059","CZ","1","0",59,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"17060","CZ","0","1",73,"Christians","Widowed","Satisfied",5,"No contact","Working class","Employed"
"17061","CZ","0","1",44,"Not religious","Married","Satisfied",8,"No contact","Middle class","Self employed"
"17062","CZ","0","0",75,"Christians","Widowed","Not satisfied",1,"No contact","Working class","Retired"
"17063","CZ","0","1",66,"Not religious","Widowed","Not satisfied",1,"No contact","Working class","Retired"
"17064","CZ","0","1",62,"Christians","Married","Satisfied",5,"No contact","Working class","Retired"
"17065","CZ","0","0",31,"Not religious","Single","Satisfied",4,"No contact","Middle class","Employed"
"17066","CZ","0","1",54,"Christians","Divorced","Satisfied",3,"No contact","Working class","Self employed"
"17067","CZ","0","1",16,"Christians","Single","Satisfied",3,"Contact","Middle class","Student"
"17068","CZ","0","1",21,"Not religious","Single","Satisfied",3,"Contact","High class","Employed"
